Status,Vendor No.,Vendor,System,Division,Total Spend,Invoices,Open Balance,Avg Day to Pay,% Late,Avg Days Paid Late,Avg Invoice Value,Added On,Vendor Group,Telephone,Tax ID,Email
Active,1000000126,Hickman-Evans,SAP-P49,"Marelli Germany, Marelli Poland",0.0,0,0.0,,,,0.0,2022-10-23,,001-739-268-5621,2515328980,kimmary@example.com
Inactive,1000000127,"Mack, Friedman and Sanders",SAP-P49,"Marelli Japan, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli Italy",0.0,0,0.0,,,,0.0,2021-03-17,,001-350-647-7358x66296,3873549042,jennifermiller@example.org
Active,1000000128,Dawson-Walters,SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan, Marelli Poland, Marelli PWT Slovakia, Marelli Germany",0.0,0,-0.0,,,,0.0,2022-10-17,,001-365-451-1047x5412,7033157115,jcole@example.net
Inactive,1000000129,Garcia-Davis,"SAP-P49, SAP-P49-WF",,994285.15,46,-205228.56,65.0,80.94,27.0,18077.91,2022-05-03,,+1-819-395-6046,8166183849,ashleyjackson@example.com
Active,1000000130,Taylor LLC,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-11-16,,672-512-6464x715,2951644880,mwheeler@example.com
Active,1000000131,Taylor Inc,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Germany, Marelli Poland, Marelli Japan, Marelli PWT Slovakia",1002575.24,121,299063.36,23.0,65.0,4.0,7595.27,2022-01-29,,(559)965-7569x2459,7040140061,gregory65@example.com
Active,1000000132,"Neal, Henry and Johnston",SAP-P49,,0.0,0,0.0,,,,0.0,2023-09-28,,456.246.5193,8287630688,nhahn@example.com
Inactive,1000000133,Guerra-Jones,"SAP-P49, SAP-P49-WF",,1019263.66,290,301490.72,89.0,89.0,10.0,2300.82,2024-06-27,,(872)843-4266x17979,3357806359,gibbsmichael@example.net
Inactive,1000000134,"Little, Miller and Mack",SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli Poland",0.0,0,-0.0,,,,0.0,2021-05-21,,+1-552-990-9656x10143,3333191694,peter98@example.org
Active,1000000135,Cuevas-Webb,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2024-08-02,,961-312-5457x3875,5673457198,cbowen@example.com
Inactive,1000000136,Evans Ltd,SAP-P49-WF,"Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Germany, Marelli Italy, Marelli Poland, Marelli Japan",1000825.11,491,-464440.62,17.0,46.56,14.0,18883.49,2022-11-24,,405-712-3828,6657158282,omullen@example.com
Active,1000000137,"Lopez, Davidson and Reynolds",SAP-P49,,995720.36,225,42462.13,77.0,28.65,16.0,3181.22,2021-11-11,,5936796603,3562929965,raylauren@example.net
Inactive,1000000138,Diaz and Sons,SAP-P49-WF,,997927.34,348,-461692.89,86.0,82.26,1.0,2464.02,2024-07-05,,714.778.5969x691,4780155468,rwilliamson@example.net
Active,1000000139,Sellers-Lawrence,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-06-05,,+1-425-813-4125x28669,6902397699,olopez@example.net
Inactive,1000000140,"Ellison, Arias and Thompson",SAP-P49,Marelli Poland,0.0,0,-0.0,,,,0.0,2023-01-31,,(774)222-5790,7705763491,ytaylor@example.net
Active,1000000141,"Delgado, Ortiz and Vasquez","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Japan, Marelli Germany, Marelli Italy",0.0,0,0.0,,,,0.0,2022-03-04,,001-677-421-9034x043,7762696679,xcunningham@example.com
Active,1000000142,"Dixon, Armstrong and Adams",SAP-P49,,1000400.99,80,270101.82,19.0,21.58,9.0,2310.39,2021-07-16,,+1-558-607-8361,8475478153,colemichael@example.org
Active,1000000143,Grimes-Wilson,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland",996348.17,93,-446681.1,89.0,53.14,25.0,2151.94,2021-11-25,,539.559.6292,5097457538,hudsonamanda@example.net
Inactive,1000000144,"Jackson, Werner and Carter","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-06-18,,001-448-512-6042,4622487510,jenniferpoole@example.net
Inactive,1000000145,Burns-Ray,SAP-P49,"Marelli EPT Cologne, Marelli Germany, Marelli Poland",1001082.29,348,137578.64,83.0,72.61,14.0,4223.98,2022-07-21,,766-271-1684x577,5342017429,simonstephen@example.net
Inactive,1000000146,"Howard, Brown and Ferguson",SAP-P49,,1000075.72,411,-177056.93,87.0,79.52,4.0,2237.31,2022-05-17,,463.974.5458,6519077983,patricia00@example.org
Inactive,1000000147,"Bowers, Stevens and Martinez","SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2023-11-12,,(677)306-3242,5655730502,john52@example.org
Active,1000000148,Garrett-Barber,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-12-06,,001-236-211-0371x29387,5996346657,lisa62@example.com
Inactive,1000000149,Perez Inc,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Poland, Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2021-07-11,,001-211-455-4262x2189,4791560034,nbell@example.net
Active,1000000150,"Hernandez, Jenkins and Parks",SAP-P49,"Marelli Japan, Marelli Germany, Marelli EPT Cologne, Marelli Italy",1002210.37,316,-475698.41,10.0,96.26,28.0,24444.16,2021-01-28,,711.421.9656,3099185049,joshuamiller@example.net
Inactive,1000000151,"Greene, Lawson and Maxwell",SAP-P49,,1002524.94,122,-91276.94,48.0,17.33,3.0,40101.0,2022-04-23,,001-904-838-9836x403,8098104419,allendanielle@example.org
Inactive,1000000152,"Oneal, Smith and Ward",SAP-P49,"Marelli Italy, Marelli Japan, Marelli PWT Slovakia, Marelli Poland",1004328.78,264,-345050.17,83.0,25.02,7.0,2729.15,2021-10-11,,626-596-5827x10910,3251003812,livingstonstacy@example.com
Inactive,1000000153,"Mitchell, Marquez and Wang",SAP-P49,"Marelli Japan, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2022-12-29,,(761)888-9241x41832,6585647922,collinssamuel@example.org
Active,1000000154,Sanchez Group,SAP-P49-WF,,1004726.91,23,-221106.34,59.0,95.49,11.0,7728.67,2021-01-23,,479-290-4210,7828673948,tylerreed@example.net
Active,1000000155,"Green, Watson and Brady","SAP-P49, SAP-P49-WF",Marelli Italy,0.0,0,0.0,,,,0.0,2022-11-01,,910-756-4814x917,2572990010,porterashley@example.com
Inactive,1000000156,Scott Inc,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli PWT Slovakia, Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2022-08-13,,001-913-780-0030,2865826884,lmora@example.org
Active,1000000157,"Pratt, Klein and Rios",SAP-P49-WF,,1006332.03,264,112428.17,60.0,41.96,26.0,3606.92,2023-08-17,,353.265.4195,3087974507,jeffreyblack@example.org
Active,1000000158,Jones-Marshall,SAP-P49-WF,Marelli Japan,996346.29,170,256904.02,44.0,1.44,3.0,2430.11,2023-01-13,,545-918-7053x4949,8171659339,brittany73@example.net
Inactive,1000000159,"Hodges, Sanchez and Smith",SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan",0.0,0,-0.0,,,,0.0,2023-11-19,,(803)985-0506x41383,7440524106,kaufmandouglas@example.com
Inactive,1000000160,Williams and Sons,SAP-P49,"Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2021-07-19,,865.471.9182x61990,2343893520,kellyrosales@example.com
Inactive,1000000161,"Decker, Nguyen and Chavez",SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli Poland, Marelli Japan",993600.4,22,-456332.05,55.0,85.55,19.0,4455.61,2022-07-06,,913.929.1212,2246351190,richard85@example.org
Inactive,1000000162,Parker-Baker,SAP-P49-WF,"Marelli Japan, Marelli Germany, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy, Marelli Poland",998813.04,65,-401688.48,18.0,49.16,7.0,2503.29,2024-08-03,,312-549-0352,3573368968,randy04@example.com
Active,1000000163,Johnson Group,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-09-28,,488.531.7121x003,4274013052,owatson@example.net
Inactive,1000000164,Aguilar LLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2022-01-06,,201-937-2151,8438344956,jacksonaudrey@example.net
Active,1000000165,Crawford-Reyes,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-06-22,,(625)932-4472x09993,7216540389,eandrade@example.org
Inactive,1000000166,Ramirez and Sons,SAP-P49,Marelli EPT Cologne,1009360.03,89,-102445.26,66.0,61.59,2.0,2432.19,2024-10-17,,(738)838-0657x87598,6237306078,hector59@example.org
Active,1000000167,Huang LLC,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Japan, Marelli Poland",997799.78,261,-125111.51,38.0,62.59,3.0,9687.38,2021-10-01,,5786593213,7311741623,gallagherstacie@example.net
Inactive,1000000168,Kelly-Combs,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Germany, Marelli PWT Slovakia, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2023-03-16,,(423)595-5905,5087521842,lweaver@example.com
Inactive,1000000169,Davis and Sons,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli PWT Slovakia, Marelli EPT Cologne",1000653.7,239,356722.88,76.0,65.87,11.0,15161.42,2024-01-24,,+1-730-287-0593x252,7076493183,hernandezjanet@example.org
Inactive,1000000170,Mathis LLC,"SAP-P49, SAP-P49-WF",,998987.71,29,85688.75,25.0,94.02,16.0,12645.41,2022-09-04,,456-891-5452,2707196954,lbanks@example.net
Active,1000000171,"Steele, Mcfarland and Buchanan",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-07-25,,892.264.4220,5633257791,carriemccall@example.net
Inactive,1000000172,Bowman Inc,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli Japan",0.0,0,-0.0,,,,0.0,2024-08-31,,525.513.5521x5704,7745032554,bellkristin@example.net
Active,1000000173,Williams Group,SAP-P49,"Marelli Italy, Marelli Poland, Marelli Germany, Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia",1000304.48,255,143331.85,90.0,45.83,17.0,6713.45,2024-07-27,,001-462-967-6586x1793,6108781383,lloydarthur@example.org
Inactive,1000000174,Green-Garcia,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli Poland, Marelli Japan",0.0,0,0.0,,,,0.0,2022-11-17,,826-421-8159x97062,4605586169,garciajamie@example.org
Inactive,1000000175,Terry-Bowen,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-03-17,,001-284-744-3106x9872,6856603807,pattersonkelly@example.net
Active,1000000176,"Greene, Gonzalez and Johnson",SAP-P49-WF,Marelli Poland,0.0,0,-0.0,,,,0.0,2022-05-12,,(641)371-4677,2605065034,ylopez@example.com
Inactive,1000000177,Griffin LLC,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2022-09-22,,874.534.9021x158,7110298723,randallloretta@example.com
Inactive,1000000178,"Mcdaniel, Mayer and Armstrong",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2021-02-06,,474.316.0898,6681725369,kthompson@example.org
Inactive,1000000179,Martinez Group,SAP-P49,"Marelli PWT Slovakia, Marelli Japan, Marelli Poland",0.0,0,-0.0,,,,0.0,2024-04-27,,863-829-4511,4021155315,melissa87@example.org
Active,1000000180,"Dean, Mills and Barnes",SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli EPT Cologne",997567.84,188,-180584.09,15.0,84.49,12.0,36946.96,2024-03-02,,(622)899-9119x14856,4412985264,earmstrong@example.org
Inactive,1000000181,Hill and Sons,SAP-P49,"Marelli Italy, Marelli Poland, Marelli PWT Slovakia, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2021-07-07,,+1-796-606-5307x450,3691803764,juan71@example.org
Inactive,1000000182,Turner Ltd,"SAP-P49, SAP-P49-WF",,1001037.99,387,314794.9,28.0,28.19,6.0,3239.61,2023-10-29,,754.269.1373x678,8018911872,cameronmckinney@example.com
Active,1000000183,Deleon PLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-08-18,,001-202-733-0307,4230517190,joshuacolon@example.net
Active,1000000184,Reid-Martinez,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2021-11-18,,7357797279,7982694561,marygreen@example.net
Inactive,1000000185,Mitchell Group,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli PWT Slovakia",1004498.0,189,236128.39,52.0,80.35,21.0,17622.77,2023-04-23,,2292333346,4506981789,pbuck@example.org
Active,1000000186,"Owen, Walker and Franklin","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Japan, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli EPT Cologne",1001536.5,88,-218300.33,77.0,17.74,20.0,2706.86,2024-06-12,,346-265-7437x4896,3632905247,anna99@example.com
Active,1000000187,Cohen-Olson,SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli Japan, Marelli Italy, Marelli Poland, Marelli EPT Cologne",1003736.47,78,492337.9,62.0,41.26,22.0,9559.39,2023-04-10,,445-244-4328x30965,8450265838,qbright@example.com
Inactive,1000000188,Price-Johnson,"SAP-P49, SAP-P49-WF",,1003051.85,362,-128372.5,27.0,77.64,16.0,9374.32,2024-02-12,,001-493-653-8758x428,7691044599,ruizjoyce@example.net
Inactive,1000000189,"Hines, White and Frazier",SAP-P49-WF,,1002735.49,236,359393.19,78.0,42.9,10.0,3581.2,2022-12-16,,913-253-4655x49471,7430394399,kennedyjames@example.org
Active,1000000190,"James, Evans and Brown",SAP-P49-WF,"Marelli Poland, Marelli Japan",0.0,0,0.0,,,,0.0,2022-02-18,,(423)356-9725,4100252438,lcook@example.com
Inactive,1000000191,"Brown, Hayes and Clark",SAP-P49-WF,"Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2022-08-02,,001-229-227-1296x66676,2339429026,jessicadodson@example.com
Inactive,1000000192,"Lee, Rhodes and Sims","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Poland",998989.04,478,-396474.91,81.0,90.26,22.0,7135.64,2021-09-28,,635.442.1689,6764092086,colonkenneth@example.com
Active,1000000193,Luna-Carlson,SAP-P49,"Marelli Germany, Marelli Japan, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy",1006527.39,170,-181125.01,70.0,89.55,3.0,2884.03,2021-09-28,,262-457-5326x03323,6317221602,richardsondebra@example.org
Active,1000000194,Mcdowell-Scott,SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany, Marelli Poland, Marelli Italy",1000105.02,147,-110809.96,17.0,1.08,29.0,2538.34,2021-06-22,,+1-890-990-1001,7292345647,qmartinez@example.com
Active,1000000195,"Hernandez, Neal and Mccoy",SAP-P49,"Marelli PWT Slovakia, Marelli EPT Cologne",1001620.83,404,451337.5,73.0,57.34,5.0,2086.71,2022-08-05,,661-384-9926x1891,5765583449,jimenezchelsea@example.com
Active,1000000196,"Dudley, Howard and Ortiz",SAP-P49-WF,"Marelli Italy, Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany, Marelli Poland",0.0,0,0.0,,,,0.0,2021-08-08,,(208)373-7530,3420277599,conleyelizabeth@example.org
Inactive,1000000197,Chan Inc,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Japan, Marelli Germany, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy",999349.28,264,-51520.93,51.0,29.32,2.0,4851.21,2024-09-21,,001-714-737-4470x1204,2409676101,grodgers@example.org
Inactive,1000000198,Christian Ltd,SAP-P49-WF,,1006024.61,4,253894.99,43.0,79.16,12.0,8314.25,2023-06-23,,+1-825-957-9415x5216,5237360367,mary76@example.net
Inactive,1000000199,Wilson Ltd,"SAP-P49, SAP-P49-WF",,994016.7,6,287885.27,43.0,9.12,20.0,5373.06,2024-11-08,,001-202-416-9797x2965,3014912047,hknapp@example.com
Inactive,1000000200,Williams-Green,SAP-P49-WF,"Marelli Italy, Marelli Poland, Marelli PWT Slovakia, Marelli Japan, Marelli Germany, Marelli EPT Cologne",996504.27,315,49355.74,38.0,44.15,7.0,2029.54,2021-09-20,,708-899-3588x91637,4053775823,marygrant@example.net
Inactive,1000000201,Smith and Sons,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2023-08-12,,877.821.7535x40838,5545940291,christianwallace@example.net
Active,1000000202,Miller-Jimenez,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Germany",999955.91,85,-149078.41,51.0,11.71,27.0,3745.15,2023-06-13,,617-501-6608x80199,6794214581,xclements@example.org
Inactive,1000000203,Richard LLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-04-13,,+1-299-775-7113,3947477120,maria48@example.net
Inactive,1000000204,Park-Williams,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Poland, Marelli PWT Slovakia, Marelli Germany",1003069.21,131,-400101.56,10.0,8.41,23.0,8955.98,2024-03-19,,(372)861-4933,2313659641,stephenharrington@example.net
Active,1000000205,Rodriguez-Perry,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-05-11,,+1-891-977-9827x0808,4027530583,heatherthompson@example.org
Active,1000000206,Hughes PLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2024-08-04,,+1-458-466-9346x547,6139414825,vmorrison@example.net
Inactive,1000000207,Cameron-Kelley,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2023-02-02,,783-933-9452x28851,3613385510,icraig@example.com
Active,1000000208,Stokes-Mills,"SAP-P49, SAP-P49-WF",,1006789.4,61,207642.49,32.0,8.13,17.0,4984.11,2023-12-09,,6624003424,6841919056,vaughnkenneth@example.net
Active,1000000209,Howard Group,SAP-P49,,992759.58,238,310534.77,79.0,94.72,13.0,3636.48,2023-02-05,,298-838-6384,5536306380,ybutler@example.net
Inactive,1000000210,Church-Brown,SAP-P49,"Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli Italy, Marelli Germany",0.0,0,0.0,,,,0.0,2021-05-07,,001-943-497-3598x9334,6728315581,lopezglenn@example.net
Active,1000000211,Bennett Group,SAP-P49,,0.0,0,0.0,,,,0.0,2023-06-07,,484-722-9405x720,7301447033,ayalacolleen@example.net
Active,1000000212,Henry-Armstrong,SAP-P49,"Marelli Germany, Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2024-04-28,,(815)383-2818x268,5514926245,jeffrey35@example.com
Active,1000000213,Carter-Clements,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Japan, Marelli PWT Slovakia, Marelli Italy",0.0,0,-0.0,,,,0.0,2024-04-15,,+1-287-780-1573x993,5915196470,hmoon@example.com
Inactive,1000000214,Fernandez-Campbell,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne, Marelli Poland",992962.68,357,275196.54,63.0,55.84,13.0,12895.62,2022-08-27,,258.387.7043x58112,3616884417,ellenayala@example.net
Inactive,1000000215,Houston-Harris,SAP-P49,,1004288.3,154,-390469.82,28.0,49.26,25.0,4219.7,2021-04-18,,001-661-320-7501x102,4415429492,rhondarussell@example.com
Active,1000000216,"Sullivan, Stewart and Price",SAP-P49-WF,"Marelli Poland, Marelli PWT Slovakia",999200.31,473,-488255.59,67.0,46.87,27.0,5258.95,2021-06-28,,380-691-9015,8595504618,catherine47@example.com
Active,1000000217,Short-Johnson,SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Poland",1001613.59,246,246441.89,36.0,58.34,27.0,2154.01,2022-11-02,,(783)226-8424,7597150148,davidsmith@example.net
Active,1000000218,Medina-Arroyo,SAP-P49,,995863.85,61,460260.93,71.0,37.49,29.0,7966.91,2024-11-14,,335-436-8222x3943,2878377486,yorksarah@example.net
Inactive,1000000219,Newman-Jones,SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli Italy, Marelli Germany, Marelli EPT Cologne",1003450.72,263,-277357.95,73.0,96.32,14.0,19675.5,2023-08-09,,+1-314-513-9755x23149,7670358997,todd59@example.net
Inactive,1000000220,Steele-Hernandez,SAP-P49-WF,"Marelli Japan, Marelli Germany",0.0,0,-0.0,,,,0.0,2022-06-08,,001-855-662-0533,8671422583,dennis57@example.com
Inactive,1000000221,Howard-Torres,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli Japan",997993.9,256,468936.2,80.0,4.32,20.0,2061.97,2024-10-23,,+1-612-391-4283,3449827780,mcclainmelissa@example.net
Inactive,1000000222,Hess PLC,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli Poland, Marelli PWT Slovakia",1000348.26,72,493136.48,79.0,7.38,15.0,10529.98,2024-01-05,,(693)408-4887x2563,6111301397,fmason@example.com
Active,1000000223,Shaw-Bates,"SAP-P49, SAP-P49-WF",Marelli EPT Cologne,1004917.52,71,54119.11,90.0,96.93,7.0,28711.93,2024-12-08,,+1-228-527-2299x275,2648667615,qhall@example.com
Inactive,1000000224,Williams and Sons,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2023-12-15,,456.877.0051x84498,4369291271,pdiaz@example.org
Inactive,1000000225,"King, Kaufman and Walker","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-10-15,,(655)577-9082x7231,4894949726,jacobcox@example.net
Active,1000000226,Guerrero Group,SAP-P49,,997840.29,269,127282.59,29.0,58.43,7.0,10079.19,2024-06-12,,417-477-3926x03029,4261111480,macdonalddylan@example.org
Inactive,1000000227,Nielsen-Black,SAP-P49-WF,"Marelli EPT Cologne, Marelli Italy, Marelli Germany, Marelli Poland",1009299.84,116,404888.72,48.0,4.54,21.0,2380.42,2021-06-04,,(899)404-1379x7723,5262396622,cindydixon@example.org
Inactive,1000000228,"Jennings, Nielsen and Carlson",SAP-P49-WF,Marelli Japan,0.0,0,-0.0,,,,0.0,2024-11-29,,836-462-1038,2736087077,thompsonrachel@example.net
Inactive,1000000229,Rich PLC,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-07-04,,811.572.9806x86508,5947728935,yclarke@example.com
Inactive,1000000230,"Ballard, Velez and Hood",SAP-P49-WF,Marelli Japan,0.0,0,0.0,,,,0.0,2022-07-18,,001-816-624-7314,8715223965,adammanning@example.org
Inactive,1000000231,"Mills, Meyer and Brooks",SAP-P49,,0.0,0,-0.0,,,,0.0,2021-10-12,,656.851.2694,8005635898,cheryl63@example.com
Active,1000000232,"Bowers, Olson and Wood","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Italy, Marelli Poland, Marelli Germany",0.0,0,0.0,,,,0.0,2021-10-03,,+1-574-949-5621,6631811893,craigromero@example.com
Inactive,1000000233,"Mendez, Cohen and Williams",SAP-P49,"Marelli PWT Slovakia, Marelli Poland",995801.39,310,-36149.18,88.0,35.34,30.0,3264.92,2023-03-13,,(201)827-9611x4351,3401777269,hmendez@example.com
Inactive,1000000234,"Stuart, Brown and Ayala",SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli Poland, Marelli Italy",997003.04,44,83405.4,89.0,7.77,9.0,2437.66,2022-05-09,,(577)403-8430,5062778084,warddiana@example.org
Active,1000000235,Shea Group,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2021-11-01,,(766)793-8011x848,5176795529,jeremy37@example.com
Active,1000000236,"Smith, Thompson and Hunter",SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2021-09-18,,+1-618-945-1848,2374938997,xhart@example.org
Inactive,1000000237,Ali-Ellis,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2023-02-17,,790.271.4163x356,2053002787,john16@example.net
Active,1000000238,"Nicholson, Jones and Velazquez","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2022-05-02,,555.539.4237x3334,8751518867,maryhuff@example.com
Inactive,1000000239,Maxwell Inc,SAP-P49,"Marelli Poland, Marelli EPT Cologne, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-11-28,,779-908-0759,3866920608,travis84@example.com
