Internal Reference,Payment Date,Invoice Number,Posting Date,Supplier Name,Supplier Reference,Gross Amount,Invoice Date,Currency Code,VAT Amount,Due Date,Debit/Credit,Is Anomaly
10077619,2022-08-30,IN56146,2022-08-24,Yellow Yard Services,V_YELLOW001,7650.54,2022-08-23,USD,340.36,2022-09-22,,False
10060939,,IN39516,2022-05-26,Orange Office Supplies,V_ORANGE001,7186.93,2022-05-23,GBP,422.65,2022-06-22,,False
10069372,2022-12-13,IN49477,2022-12-06,Purple Plumbers Limited,V_PURPLE001,4359.61,2022-12-03,CAD,343.02,2023-01-02,,False
10091335,,IN36336,2022-07-02,Red Roofing Solutions,V_RED001,6739.65,2022-06-29,EUR,577.05,2022-07-29,Dr,False
10037798,,IN74887,2022-12-04,Green Grocers Co.,V_GREEN001,5630.82,2022-12-02,EUR,454.56,2023-01-01,Cr,False
10038251,2022-08-24,IN14532,2022-08-20,Blue Builders Inc.,V_BLUE001,3709.27,2022-08-16,USD,378.35,2022-09-15,Dr,False
10014827,2022-05-27,IN72653,2022-05-23,Red Roofing Solutions,V_RED001,6736.02,2022-05-21,CAD,692.99,2022-06-20,Cr,False
10035568,2022-09-07,IN76577,2022-09-04,Green Grocers Co.,V_GREEN001,4546.23,2022-09-02,CAD,405.3,2022-10-02,,False
10073620,2023-09-20,IN25754,2023-09-13,Red Roofing Solutions,V_RED001,7828.99,2023-09-09,USD,264.98,2023-10-09,,False
10053395,2022-06-12,IN34031,2022-06-06,Yellow Yard Services,V_YELLOW001,3480.03,2022-06-05,GBP,605.18,2022-07-05,,False
10083851,,IN18036,2022-05-08,Green Grocers Co.,V_GREEN001,3355.82,2022-05-05,GBP,494.6,2022-06-04,,False
10022120,2022-02-11,IN15295,2022-02-06,Red Roofing Solutions,V_RED001,2970.76,2022-02-02,USD,328.5,2022-03-04,,False
10081318,2022-03-16,IN26984,2022-03-13,Blue Builders Inc.,V_BLUE001,5550.64,2022-03-11,USD,479.96,2022-04-10,Dr,False
10060390,2022-12-22,IN69557,2022-12-19,Red Roofing Solutions,V_RED001,4694.27,2022-12-17,GBP,597.06,2023-01-16,,False
10030808,2022-08-21,IN62389,2022-08-19,Orange Office Supplies,V_ORANGE001,5329.88,2022-08-15,GBP,301.09,2022-09-14,,False
10032765,2022-06-24,IN69287,2022-06-18,Blue Builders Inc.,V_BLUE001,6276.6,2022-06-15,GBP,725.09,2022-07-15,Cr,False
10020878,2022-05-14,IN12985,2022-05-08,Purple Plumbers Limited,V_PURPLE001,5203.1,2022-05-07,EUR,249.73,2022-06-06,Dr,False
10075794,2022-04-23,IN10282,2022-04-16,Orange Office Supplies,V_ORANGE001,5727.1,2022-04-14,EUR,373.05,2022-05-14,Dr,False
10019862,2022-11-23,IN85948,2022-11-19,Red Roofing Solutions,V_RED001,4801.99,2022-11-17,GBP,381.77,2022-12-17,Dr,False
10029159,2023-10-22,IN75092,2023-10-13,Yellow Yard Services,V_YELLOW001,4219.1,2023-10-10,USD,577.53,2023-11-09,Dr,False
10098603,2023-02-24,IN55039,2023-02-17,Yellow Yard Services,V_YELLOW001,4624.72,2023-02-14,GBP,339.51,2023-03-16,Cr,False
10075048,2022-11-05,IN60940,2022-11-04,Yellow Yard Services,V_YELLOW001,5057.36,2022-11-01,GBP,282.71,2022-12-01,Dr,False
10089465,,IN99862,2022-03-22,Purple Plumbers Limited,V_PURPLE001,4681.36,2022-03-20,CAD,725.63,2022-04-19,,False
10014792,2023-07-17,IN65982,2023-07-15,Green Grocers Co.,V_GREEN001,5348.32,2023-07-14,EUR,398.66,2023-08-13,Dr,False
10029171,2023-10-07,IN96129,2023-09-29,Orange Office Supplies,V_ORANGE001,5711.95,2023-09-25,USD,606.14,2023-10-25,,False
10055530,2022-11-30,IN23769,2022-11-24,Red Roofing Solutions,V_RED001,5269.53,2022-11-21,GBP,555.95,2022-12-21,Cr,False
10053952,,IN96570,2023-06-01,Purple Plumbers Limited,V_PURPLE001,6608.81,2023-05-31,USD,714.31,2023-06-30,,False
10010767,2022-06-30,IN13895,2022-06-25,Orange Office Supplies,V_ORANGE001,6313.29,2022-06-21,GBP,604.27,2022-07-21,,False
10095579,2023-06-12,IN57994,2023-06-09,Orange Office Supplies,V_ORANGE001,4351.93,2023-06-06,EUR,771.14,2023-07-06,,False
10097889,,IN14535,2022-01-22,Green Grocers Co.,V_GREEN001,2636.89,2022-01-20,CAD,462.93,2022-02-19,Dr,False
10051954,2023-05-08,IN99719,2023-05-05,Orange Office Supplies,V_ORANGE001,6019.73,2023-05-03,USD,520.63,2023-06-02,,False
10084489,,IN18381,2023-04-11,Blue Builders Inc.,V_BLUE001,8052.51,2023-04-08,GBP,553.73,2023-05-08,,False
10012429,2022-05-14,IN51950,2022-05-13,Orange Office Supplies,V_ORANGE001,5954.23,2022-05-12,GBP,256.47,2022-06-11,Dr,False
10027861,2023-12-30,IN74186,2023-12-29,Yellow Yard Services,V_YELLOW001,3683.77,2023-12-28,EUR,288.94,2024-01-27,Cr,False
10016130,2023-04-04,IN12042,2023-03-28,Blue Builders Inc.,V_BLUE001,8316.34,2023-03-26,GBP,552.9,2023-04-25,Dr,False
10046943,2023-05-21,IN91007,2023-05-16,Yellow Yard Services,V_YELLOW001,6785.53,2023-05-12,EUR,735.82,2023-06-11,,False
10063173,2022-02-28,IN47430,2022-02-21,Purple Plumbers Limited,V_PURPLE001,16862.91,2022-02-20,GBP,1752.31,2022-03-22,Dr,True
10036512,2022-06-20,IN16716,2022-06-14,Blue Builders Inc.,V_BLUE001,5065.4,2022-06-11,CAD,754.26,2022-07-11,Cr,False
10053876,2022-05-09,IN83664,2022-05-08,Purple Plumbers Limited,V_PURPLE001,3248.52,2022-05-07,CAD,501.37,2022-06-06,,False
10041348,2023-09-24,IN74732,2023-09-16,Green Grocers Co.,V_GREEN001,16559.25,2023-09-14,EUR,3126.22,2023-10-14,Cr,True
10040699,2023-11-22,IN57691,2023-11-21,Blue Builders Inc.,V_BLUE001,6662.68,2023-11-17,USD,562.71,2023-12-17,Dr,False
10033049,2022-04-11,IN89605,2022-04-06,Purple Plumbers Limited,V_PURPLE001,17253.74,2022-04-04,USD,2548.4,2022-05-04,,True
10056825,2022-12-26,IN34600,2022-12-22,Blue Builders Inc.,V_BLUE001,3927.41,2022-12-18,GBP,408.51,2023-01-17,,False
10083379,2023-08-09,IN24210,2023-08-05,Green Grocers Co.,V_GREEN001,23406.48,2023-08-03,USD,1863.27,2023-09-02,,True
10084632,2023-05-27,IN95474,2023-05-21,Blue Builders Inc.,V_BLUE001,4157.24,2023-05-19,GBP,571.9,2023-06-18,,False
10045053,2023-04-29,IN62076,2023-04-20,Yellow Yard Services,V_YELLOW001,7833.98,2023-04-17,EUR,603.48,2023-05-17,,False
10096593,,IN79050,2022-03-31,Purple Plumbers Limited,V_PURPLE001,2012.17,2022-03-27,GBP,307.5,2022-04-26,,False
10039405,,IN81325,2023-06-24,Red Roofing Solutions,V_RED001,6332.84,2023-06-20,GBP,741.06,2023-07-20,,False
10069258,2022-11-15,IN51037,2022-11-11,Yellow Yard Services,V_YELLOW001,6072.12,2022-11-07,EUR,464.94,2022-12-07,,False
10094105,2023-11-20,IN17086,2023-11-13,Orange Office Supplies,V_ORANGE001,6317.27,2023-11-11,GBP,384.45,2023-12-11,Cr,False
10025358,,IN86918,2023-07-03,Green Grocers Co.,V_GREEN001,24620.14,2023-07-02,CAD,1907.55,2023-08-01,,True
10047879,2023-03-26,IN59597,2023-03-25,Red Roofing Solutions,V_RED001,4375.06,2023-03-21,USD,490.53,2023-04-20,,False
10024567,2022-07-25,IN90404,2022-07-21,Red Roofing Solutions,V_RED001,3319.37,2022-07-20,GBP,483.51,2022-08-19,,False
10040783,2022-09-20,IN70645,2022-09-16,Blue Builders Inc.,V_BLUE001,7110.85,2022-09-12,EUR,318.71,2022-10-12,,False
10061588,2023-06-02,IN48285,2023-05-25,Blue Builders Inc.,V_BLUE001,5805.74,2023-05-23,CAD,264.36,2023-06-22,Dr,False
10058340,2023-01-23,IN96338,2023-01-15,Orange Office Supplies,V_ORANGE001,5600.35,2023-01-14,EUR,530.25,2023-02-13,Cr,False
10097902,2023-04-04,IN38557,2023-03-30,Orange Office Supplies,V_ORANGE001,4914.36,2023-03-26,GBP,610.05,2023-04-25,,False
10015629,2022-10-16,IN87814,2022-10-11,Blue Builders Inc.,V_BLUE001,6818.24,2022-10-08,EUR,426.03,2022-11-07,,False
10016869,,IN97616,2023-02-26,Orange Office Supplies,V_ORANGE001,6469.65,2023-02-25,USD,698.72,2023-03-27,Dr,False
10038731,2022-03-02,IN78926,2022-02-28,Blue Builders Inc.,V_BLUE001,8092.26,2022-02-24,EUR,681.25,2022-03-26,Cr,False
10066563,2023-11-04,IN54757,2023-11-02,Green Grocers Co.,V_GREEN001,7367.18,2023-10-30,EUR,647.82,2023-11-29,Dr,False
10089915,2023-03-30,IN14239,2023-03-29,Green Grocers Co.,V_GREEN001,3893.93,2023-03-25,USD,374.87,2023-04-24,Cr,False
10030566,2023-04-08,IN77766,2023-04-06,Green Grocers Co.,V_GREEN001,3576.63,2023-04-05,CAD,762.1,2023-05-05,Dr,False
10082943,2022-04-02,IN92790,2022-03-31,Purple Plumbers Limited,V_PURPLE001,5499.5,2022-03-30,GBP,470.45,2022-04-29,Dr,False
10044229,2022-05-14,IN63444,2022-05-05,Green Grocers Co.,V_GREEN001,4641.11,2022-05-02,USD,600.61,2022-06-01,Dr,False
10017521,2023-03-23,IN81707,2023-03-22,Red Roofing Solutions,V_RED001,3765.32,2023-03-21,EUR,475.37,2023-04-20,Dr,False
10062995,2022-08-01,IN50757,2022-07-26,Green Grocers Co.,V_GREEN001,24112.72,2022-07-25,USD,1389.58,2022-08-24,,True
10092215,2022-07-30,IN53013,2022-07-21,Yellow Yard Services,V_YELLOW001,6882.72,2022-07-18,EUR,425.35,2022-08-17,Dr,False
10089622,2023-06-23,IN39187,2023-06-15,Blue Builders Inc.,V_BLUE001,4589.53,2023-06-11,EUR,426.69,2023-07-11,Cr,False
10088712,2023-09-15,IN89082,2023-09-10,Red Roofing Solutions,V_RED001,4195.97,2023-09-06,EUR,733.91,2023-10-06,Dr,False
10093049,2023-10-25,IN78681,2023-10-22,Blue Builders Inc.,V_BLUE001,3439.71,2023-10-18,GBP,791.78,2023-11-17,Cr,False
10084495,2023-03-20,IN38261,2023-03-16,Yellow Yard Services,V_YELLOW001,5202.81,2023-03-12,EUR,655.03,2023-04-11,Dr,False
10034904,2022-09-25,IN69935,2022-09-18,Yellow Yard Services,V_YELLOW001,5690.41,2022-09-15,GBP,529.23,2022-10-15,Cr,False
10090391,2023-10-18,IN16458,2023-10-17,Blue Builders Inc.,V_BLUE001,4714.64,2023-10-13,EUR,275.38,2023-11-12,Cr,False
10020150,2023-07-12,IN95929,2023-07-05,Orange Office Supplies,V_ORANGE001,6562.63,2023-07-04,CAD,373.56,2023-08-03,,False
10086908,,IN84532,2022-08-26,Blue Builders Inc.,V_BLUE001,16885.73,2022-08-25,GBP,1790.93,2022-09-24,Cr,True
10071407,2023-03-06,IN37206,2023-02-26,Purple Plumbers Limited,V_PURPLE001,5712.92,2023-02-25,USD,794.11,2023-03-27,,False
10019969,,IN45969,2023-01-23,Blue Builders Inc.,V_BLUE001,5804.38,2023-01-22,EUR,582.92,2023-02-21,Cr,False
10097201,,IN26198,2023-06-17,Green Grocers Co.,V_GREEN001,5314.3,2023-06-14,CAD,336.26,2023-07-14,Cr,False
10019275,2022-09-01,IN23269,2022-08-31,Orange Office Supplies,V_ORANGE001,5726.67,2022-08-27,EUR,569.25,2022-09-26,,False
10010215,2022-12-13,IN21523,2022-12-12,Red Roofing Solutions,V_RED001,6241.4,2022-12-08,USD,415.78,2023-01-07,Dr,False
10065129,2023-06-04,IN25485,2023-05-29,Purple Plumbers Limited,V_PURPLE001,16407.78,2023-05-26,GBP,1893.28,2023-06-25,Cr,True
10011150,2022-05-08,IN99480,2022-05-03,Purple Plumbers Limited,V_PURPLE001,27964.91,2022-04-30,CAD,1783.03,2022-05-30,,True
10065184,2022-05-30,IN79180,2022-05-22,Purple Plumbers Limited,V_PURPLE001,5117.18,2022-05-19,GBP,551.84,2022-06-18,Cr,False
10070261,2022-09-02,IN37528,2022-08-30,Yellow Yard Services,V_YELLOW001,4472.44,2022-08-29,CAD,472.09,2022-09-28,Dr,False
10039725,2022-10-14,IN15926,2022-10-08,Yellow Yard Services,V_YELLOW001,6205.17,2022-10-05,CAD,627.83,2022-11-04,Dr,False
10072046,2022-03-08,IN36143,2022-03-06,Green Grocers Co.,V_GREEN001,19405.01,2022-03-05,GBP,1411.05,2022-04-04,,True
10037751,2023-07-24,IN88069,2023-07-22,Blue Builders Inc.,V_BLUE001,23175.56,2023-07-20,CAD,1459.9,2023-08-19,,True
10034151,2023-10-18,IN10036,2023-10-13,Purple Plumbers Limited,V_PURPLE001,6263.37,2023-10-09,USD,590.75,2023-11-08,Cr,False
10094246,2023-02-24,IN86975,2023-02-22,Orange Office Supplies,V_ORANGE001,6285.64,2023-02-21,CAD,474.66,2023-03-23,Dr,False
10091395,,IN98658,2023-09-07,Green Grocers Co.,V_GREEN001,4599.31,2023-09-04,EUR,569.47,2023-10-04,,False
10090618,,IN30874,2022-04-04,Yellow Yard Services,V_YELLOW001,4799.73,2022-04-01,EUR,521.55,2022-05-01,Dr,False
10096055,2023-01-17,IN41379,2023-01-10,Blue Builders Inc.,V_BLUE001,5723.1,2023-01-06,EUR,555.31,2023-02-05,Dr,False
10066547,2023-11-02,IN74110,2023-10-28,Yellow Yard Services,V_YELLOW001,3730.08,2023-10-27,GBP,609.69,2023-11-26,Dr,False
10087154,2023-08-20,IN18307,2023-08-11,Purple Plumbers Limited,V_PURPLE001,6414.27,2023-08-09,CAD,666.55,2023-09-08,,False
10040936,2023-02-07,IN88858,2023-01-29,Orange Office Supplies,V_ORANGE001,3156.42,2023-01-27,EUR,668.46,2023-02-26,,False
10068160,2023-05-15,IN33666,2023-05-12,Orange Office Supplies,V_ORANGE001,3749.02,2023-05-08,EUR,479.11,2023-06-07,,False
10058291,,IN14042,2023-03-21,Orange Office Supplies,V_ORANGE001,6145.0,2023-03-18,GBP,576.7,2023-04-17,Dr,False
10044758,2022-01-05,IN15596,2022-01-03,Orange Office Supplies,V_ORANGE001,2846.14,2022-01-01,GBP,302.63,2022-01-31,,False
10036289,2022-11-25,IN13389,2022-11-16,Green Grocers Co.,V_GREEN001,21052.84,2022-11-13,CAD,2440.15,2022-12-13,Cr,True
10079724,,IN85697,2023-06-08,Orange Office Supplies,V_ORANGE001,17430.67,2023-06-04,USD,1470.39,2023-07-04,,True
10055747,2023-12-31,IN62349,2023-12-30,Green Grocers Co.,V_GREEN001,4093.01,2023-12-27,USD,623.86,2024-01-26,Dr,False
10012850,2023-01-27,IN38400,2023-01-19,Orange Office Supplies,V_ORANGE001,4922.2,2023-01-18,USD,479.55,2023-02-17,,False
10051846,2023-04-15,IN85932,2023-04-06,Green Grocers Co.,V_GREEN001,23391.5,2023-04-04,GBP,1975.99,2023-05-04,,True
10089991,2023-06-08,IN80258,2023-05-31,Yellow Yard Services,V_YELLOW001,4314.45,2023-05-30,USD,436.43,2023-06-29,Cr,False
10039968,2022-05-10,IN63364,2022-05-01,Orange Office Supplies,V_ORANGE001,4989.43,2022-04-30,EUR,467.66,2022-05-30,,False
10053626,2023-04-23,IN99233,2023-04-20,Green Grocers Co.,V_GREEN001,9198.47,2023-04-19,GBP,582.3,2023-05-19,,False
10028907,,IN81695,2023-02-13,Purple Plumbers Limited,V_PURPLE001,6002.51,2023-02-11,CAD,247.21,2023-03-13,Dr,False
10065645,2022-03-30,IN29262,2022-03-21,Blue Builders Inc.,V_BLUE001,19490.25,2022-03-19,CAD,2021.07,2022-04-18,Cr,True
10087583,2022-02-01,IN32113,2022-01-26,Green Grocers Co.,V_GREEN001,6607.27,2022-01-23,GBP,274.02,2022-02-22,Dr,False
10093211,2023-01-14,IN62733,2023-01-13,Green Grocers Co.,V_GREEN001,29430.93,2023-01-09,GBP,2087.29,2023-02-08,,True
10039165,2023-11-24,IN77203,2023-11-20,Purple Plumbers Limited,V_PURPLE001,21703.0,2023-11-19,EUR,2717.59,2023-12-19,Cr,True
10093042,2024-01-08,IN95999,2023-12-31,Red Roofing Solutions,V_RED001,20253.72,2023-12-30,CAD,2247.3,2024-01-29,Dr,True
10062949,,IN80714,2023-11-20,Blue Builders Inc.,V_BLUE001,3358.83,2023-11-19,GBP,613.39,2023-12-19,Cr,False
10030527,2022-03-27,IN33569,2022-03-24,Green Grocers Co.,V_GREEN001,4921.39,2022-03-23,CAD,755.62,2022-04-22,Dr,False
10039300,2022-07-01,IN99881,2022-06-26,Blue Builders Inc.,V_BLUE001,15029.47,2022-06-22,EUR,1984.53,2022-07-22,Dr,True
10044381,2023-06-29,IN91081,2023-06-24,Orange Office Supplies,V_ORANGE001,7171.69,2023-06-22,CAD,640.8,2023-07-22,Cr,False
10067714,2022-11-19,IN97896,2022-11-11,Yellow Yard Services,V_YELLOW001,6191.4,2022-11-10,USD,311.86,2022-12-10,,False
10037115,2023-11-25,IN87442,2023-11-20,Blue Builders Inc.,V_BLUE001,3142.03,2023-11-18,GBP,644.09,2023-12-18,,False
10057605,2022-12-23,IN48088,2022-12-18,Blue Builders Inc.,V_BLUE001,9380.52,2022-12-14,USD,1737.12,2023-01-13,Cr,True
10024026,2022-06-18,IN30422,2022-06-11,Orange Office Supplies,V_ORANGE001,3165.17,2022-06-08,USD,713.69,2022-07-08,,False
10015103,2022-07-28,IN35500,2022-07-27,Red Roofing Solutions,V_RED001,4260.32,2022-07-26,USD,716.54,2022-08-25,Dr,False
10091718,,IN46558,2022-02-22,Green Grocers Co.,V_GREEN001,6973.26,2022-02-21,GBP,531.57,2022-03-23,Cr,False
10014331,2023-08-30,IN62186,2023-08-21,Blue Builders Inc.,V_BLUE001,2585.72,2023-08-20,USD,395.4,2023-09-19,Cr,False
10048383,2023-11-30,IN91552,2023-11-29,Blue Builders Inc.,V_BLUE001,2551.98,2023-11-25,USD,364.26,2023-12-25,,False
10087227,2022-08-06,IN10492,2022-07-31,Orange Office Supplies,V_ORANGE001,1682.21,2022-07-29,GBP,730.02,2022-08-28,,False
10047276,,IN44523,2022-06-12,Red Roofing Solutions,V_RED001,5663.75,2022-06-10,CAD,339.63,2022-07-10,Cr,False
10088928,,IN38669,2023-04-02,Red Roofing Solutions,V_RED001,5314.87,2023-03-30,CAD,753.0,2023-04-29,Cr,False
10013203,,IN49267,2023-12-13,Yellow Yard Services,V_YELLOW001,5234.98,2023-12-11,EUR,437.14,2024-01-10,Dr,False
10094694,2022-08-22,IN97593,2022-08-16,Red Roofing Solutions,V_RED001,4977.59,2022-08-12,USD,449.77,2022-09-11,,False
10081947,2023-07-15,IN49133,2023-07-09,Purple Plumbers Limited,V_PURPLE001,4507.01,2023-07-05,CAD,203.6,2023-08-04,,False
10026347,2023-11-04,IN34102,2023-10-30,Purple Plumbers Limited,V_PURPLE001,5066.09,2023-10-26,CAD,224.63,2023-11-25,Cr,False
10095279,2023-07-02,IN76540,2023-06-27,Purple Plumbers Limited,V_PURPLE001,4865.28,2023-06-26,GBP,504.92,2023-07-26,,False
10045343,2022-12-20,IN72389,2022-12-15,Orange Office Supplies,V_ORANGE001,4880.92,2022-12-11,GBP,576.37,2023-01-10,Cr,False
10078899,2022-03-07,IN42792,2022-02-28,Orange Office Supplies,V_ORANGE001,6429.69,2022-02-26,USD,576.96,2022-03-28,,False
10092368,2022-05-10,IN48787,2022-05-09,Purple Plumbers Limited,V_PURPLE001,4792.32,2022-05-08,CAD,316.36,2022-06-07,Dr,False
10055379,2022-02-02,IN88612,2022-01-24,Yellow Yard Services,V_YELLOW001,24583.14,2022-01-21,USD,1920.13,2022-02-20,Dr,True
10081101,,IN32821,2023-01-06,Blue Builders Inc.,V_BLUE001,5179.4,2023-01-03,GBP,404.69,2023-02-02,,False
10065897,2023-09-30,IN23934,2023-09-24,Green Grocers Co.,V_GREEN001,4467.33,2023-09-21,CAD,305.05,2023-10-21,,False
10044484,2023-07-13,IN30922,2023-07-08,Green Grocers Co.,V_GREEN001,5997.07,2023-07-06,USD,513.65,2023-08-05,,False
10051548,2023-04-22,IN82090,2023-04-21,Green Grocers Co.,V_GREEN001,5381.64,2023-04-18,USD,406.73,2023-05-18,,False
10083755,2022-04-09,IN33464,2022-04-04,Yellow Yard Services,V_YELLOW001,4606.78,2022-03-31,EUR,866.23,2022-04-30,Cr,False
10047909,,IN79487,2023-01-01,Blue Builders Inc.,V_BLUE001,5050.58,2022-12-31,USD,545.43,2023-01-30,,False
10059777,,IN38439,2023-03-19,Orange Office Supplies,V_ORANGE001,6920.32,2023-03-18,GBP,460.35,2023-04-17,,False
10067134,,IN30491,2022-01-28,Blue Builders Inc.,V_BLUE001,24928.61,2022-01-25,EUR,1702.77,2022-02-24,Dr,True
10081260,2023-01-16,IN38690,2023-01-11,Orange Office Supplies,V_ORANGE001,6459.16,2023-01-07,CAD,517.68,2023-02-06,Cr,False
10062265,2022-04-20,IN26061,2022-04-12,Green Grocers Co.,V_GREEN001,4145.25,2022-04-08,GBP,549.43,2022-05-08,Cr,False
10035658,2023-10-31,IN94478,2023-10-25,Green Grocers Co.,V_GREEN001,17095.61,2023-10-24,EUR,1737.42,2023-11-23,,True
10066947,,IN54387,2022-11-16,Orange Office Supplies,V_ORANGE001,9000.36,2022-11-14,EUR,514.57,2022-12-14,,False
10058621,,IN42926,2023-10-30,Red Roofing Solutions,V_RED001,4640.96,2023-10-29,CAD,493.67,2023-11-28,Cr,False
10088975,2022-03-04,IN29122,2022-02-26,Yellow Yard Services,V_YELLOW001,2029.77,2022-02-24,USD,424.74,2022-03-26,,False
10077779,2023-03-04,IN29029,2023-02-25,Green Grocers Co.,V_GREEN001,17703.2,2023-02-24,EUR,1575.08,2023-03-26,,True
10026087,,IN58868,2022-07-08,Orange Office Supplies,V_ORANGE001,2833.16,2022-07-07,CAD,250.81,2022-08-06,Dr,False
10019435,2022-09-16,IN64340,2022-09-07,Yellow Yard Services,V_YELLOW001,16346.29,2022-09-04,GBP,1360.04,2022-10-04,,True
10051420,2023-05-15,IN44600,2023-05-14,Blue Builders Inc.,V_BLUE001,4138.88,2023-05-13,EUR,457.83,2023-06-12,Cr,False
10038060,2023-06-30,IN68866,2023-06-24,Purple Plumbers Limited,V_PURPLE001,2343.4,2023-06-20,USD,570.73,2023-07-20,Cr,False
10056418,2023-08-14,IN36206,2023-08-11,Orange Office Supplies,V_ORANGE001,5368.85,2023-08-10,USD,57.04,2023-09-09,Dr,False
10017354,2023-10-03,IN40979,2023-09-30,Red Roofing Solutions,V_RED001,6292.45,2023-09-27,USD,520.86,2023-10-27,,False
10046182,,IN10570,2022-10-18,Green Grocers Co.,V_GREEN001,4343.59,2022-10-15,GBP,658.81,2022-11-14,,False
10022342,2022-07-19,IN50806,2022-07-15,Blue Builders Inc.,V_BLUE001,9608.12,2022-07-13,GBP,1379.68,2022-08-12,,True
10012591,2022-11-14,IN58516,2022-11-10,Green Grocers Co.,V_GREEN001,1782.8,2022-11-08,CAD,579.92,2022-12-08,Dr,False
10015813,,IN69894,2023-02-27,Purple Plumbers Limited,V_PURPLE001,4833.02,2023-02-23,EUR,544.86,2023-03-25,Dr,False
10089380,,IN79711,2023-01-17,Green Grocers Co.,V_GREEN001,6339.87,2023-01-13,CAD,461.68,2023-02-12,,False
10066053,2023-05-01,IN11920,2023-04-29,Orange Office Supplies,V_ORANGE001,3729.63,2023-04-26,EUR,757.98,2023-05-26,,False
10064149,,IN97640,2023-03-13,Purple Plumbers Limited,V_PURPLE001,5173.16,2023-03-09,USD,491.64,2023-04-08,Cr,False
10018770,2023-05-25,IN21093,2023-05-21,Orange Office Supplies,V_ORANGE001,7102.35,2023-05-20,CAD,666.36,2023-06-19,,False
10023545,2023-10-08,IN76199,2023-09-29,Green Grocers Co.,V_GREEN001,13253.05,2023-09-25,GBP,1490.46,2023-10-25,,True
10080482,2022-07-10,IN34618,2022-07-06,Yellow Yard Services,V_YELLOW001,1413.09,2022-07-02,CAD,488.77,2022-08-01,,False
10031576,,IN13320,2023-02-12,Orange Office Supplies,V_ORANGE001,5143.6,2023-02-11,GBP,411.0,2023-03-13,,False
10089414,2023-09-07,IN82307,2023-09-02,Yellow Yard Services,V_YELLOW001,6757.49,2023-08-31,GBP,445.2,2023-09-30,Cr,False
10033782,2022-10-27,IN38454,2022-10-20,Red Roofing Solutions,V_RED001,2611.1,2022-10-17,USD,386.37,2022-11-16,Dr,False
10046041,,IN98920,2022-06-06,Purple Plumbers Limited,V_PURPLE001,16407.96,2022-06-03,EUR,2447.46,2022-07-03,,True
10034399,2022-06-15,IN85160,2022-06-14,Yellow Yard Services,V_YELLOW001,6630.34,2022-06-12,GBP,398.46,2022-07-12,Cr,False
10074796,2022-09-23,IN38287,2022-09-22,Green Grocers Co.,V_GREEN001,6589.35,2022-09-20,USD,416.71,2022-10-20,,False
10033769,,IN35020,2023-08-20,Blue Builders Inc.,V_BLUE001,4601.59,2023-08-19,USD,440.02,2023-09-18,,False
10078771,2022-06-02,IN14576,2022-05-30,Red Roofing Solutions,V_RED001,5993.84,2022-05-27,CAD,521.2,2022-06-26,Cr,False
10069658,2023-09-24,IN48498,2023-09-15,Yellow Yard Services,V_YELLOW001,4403.73,2023-09-13,USD,452.63,2023-10-13,,False
10077594,,IN66901,2022-12-25,Blue Builders Inc.,V_BLUE001,2423.49,2022-12-21,CAD,535.42,2023-01-20,Cr,False
10092214,2023-04-22,IN47052,2023-04-21,Blue Builders Inc.,V_BLUE001,3944.76,2023-04-17,EUR,531.41,2023-05-17,,False
10015947,2022-11-29,IN85153,2022-11-22,Red Roofing Solutions,V_RED001,6830.96,2022-11-21,USD,503.43,2022-12-21,,False
10015410,2022-10-15,IN93375,2022-10-14,Orange Office Supplies,V_ORANGE001,4722.25,2022-10-10,USD,261.08,2022-11-09,Cr,False
10024390,2022-07-16,IN97475,2022-07-13,Purple Plumbers Limited,V_PURPLE001,5165.8,2022-07-12,CAD,406.05,2022-08-11,Dr,False
10093029,2023-09-06,IN49697,2023-09-01,Purple Plumbers Limited,V_PURPLE001,5162.02,2023-08-28,GBP,364.0,2023-09-27,,False
10045897,2023-09-06,IN25032,2023-08-28,Purple Plumbers Limited,V_PURPLE001,3730.46,2023-08-27,EUR,412.26,2023-09-26,,False
10014134,2022-05-20,IN49601,2022-05-16,Red Roofing Solutions,V_RED001,2399.8,2022-05-13,EUR,533.22,2022-06-12,,False
10016172,,IN52080,2023-09-18,Yellow Yard Services,V_YELLOW001,21457.25,2023-09-17,EUR,1634.66,2023-10-17,Cr,True
10088467,2023-05-14,IN11359,2023-05-11,Purple Plumbers Limited,V_PURPLE001,4505.74,2023-05-08,CAD,245.21,2023-06-07,Cr,False
10098720,2023-04-16,IN43365,2023-04-12,Green Grocers Co.,V_GREEN001,3677.86,2023-04-11,USD,710.62,2023-05-11,Dr,False
10079876,2023-04-21,IN44924,2023-04-15,Red Roofing Solutions,V_RED001,6807.01,2023-04-11,USD,406.39,2023-05-11,,False
10091099,2022-05-02,IN37885,2022-05-01,Yellow Yard Services,V_YELLOW001,7828.07,2022-04-29,EUR,360.8,2022-05-29,Cr,False
10012895,2023-08-02,IN90859,2023-07-27,Green Grocers Co.,V_GREEN001,7564.74,2023-07-23,USD,474.69,2023-08-22,,False
10091317,2023-02-11,IN75215,2023-02-09,Orange Office Supplies,V_ORANGE001,6956.06,2023-02-05,CAD,1672.46,2023-03-07,Dr,True
10031398,2022-12-25,IN44650,2022-12-20,Green Grocers Co.,V_GREEN001,4733.09,2022-12-18,USD,577.98,2023-01-17,,False
